大类,子类,文件路径,代码片段,硬编码内容,使用场景,潜在问题,优化建议,意见
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/stores/WaterfallPiano.ts` L65-92,旧版大写字段名 `SPLAT_RADIUS`/`DENSITY_DISSIPATION` 等 8 个,旧版字段名常量,配置迁移,字符串散落,抽为 `LEGACY_FLUID_FIELD_MAP`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/stores/WaterfallPiano.ts` L67-68,`if (v > 10) v = v / 100; if (v > 0.01) v = v / 100`,`10`、`100`、`0.01`,splatRadius 归一化,魔法数字,抽为 `SPLAT_RADIUS_LEGACY_THRESHOLD`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/stores/WaterfallPiano.ts` L69,"`Math.max(0.0001, Math.min(0.01, v))`",`0.0001`、`0.01`,取值范围钳制,与 UI 范围重复,抽为 `SPLAT_RADIUS_MIN/MAX`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,"`src/views/WaterfallPiano/stores/WaterfallPiano.ts` L75, L81",`1 - (...) / 4`,`4` (2 处),旧版扩散换算分母,魔法数字,抽为 `LEGACY_DISSIPATION_DIVISOR`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/stores/WaterfallPiano.ts` L106,`` `${STORAGE_KEY}__version` ``,"`""__version""`",版本键名后缀,字符串散落,抽为 `VERSION_KEY_SUFFIX`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/stores/WaterfallPiano.ts` L134-135,"`bgType === ""fluid""`、`bgType = ""preset""`、`fluidEnabled = true`","`""fluid""`、`""preset""`、`true`",旧版背景类型迁移,字符串硬编码,用 `BackgroundType` 枚举,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/stores/WaterfallPiano.ts` L190,"`defineStore(""WaterfallPiano"", ...)`","`""WaterfallPiano""`",Pinia store id,字符串硬编码,抽为 `STORE_ID`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/stores/WaterfallPiano.ts` L225,"`}, 300)`",`300`,debounce 延迟 ms,魔法数字,抽为 `SETTINGS_SAVE_DEBOUNCE_MS`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/midi/MidiFilePlayer.ts` L69,`` `Track ${idx + 1}` ``,"`""Track ""`",缺省轨道名前缀,未 i18n,抽常量并接入 i18n,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/midi/MidiFilePlayer.ts` L71,`instrument.name \,\,"""Unknown""`","`""Unknown""`",缺省乐器名,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/midi/MidiFilePlayer.ts` L93-94,"`trackIdx === 0 ? ""right"" : trackIdx === 1 ? ""left"" : ""unknown""`","`0`、`1`、`""right""`、`""left""`、`""unknown""`",按轨道索引推断左右手,硬编码索引假设,抽为 `RIGHT_HAND_TRACK_IDX` 等,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/midi/MidiFilePlayer.ts` L98,`Math.round(note.velocity * 127)`,`127`,MIDI velocity 上限,魔法数字,抽为 `MIDI_VELOCITY_MAX`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/midi/MidiFilePlayer.ts` L187,`Tone.getTransport().bpm.value = 120 * speed`,`120`,基准 BPM,未考虑 MIDI 原始 tempo,抽为 `BASE_BPM` 或读取 header,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/state/PlayerStateMachine.ts` L24-31,"`PlayerState = ""idle"" \","""loading"" \","""ready"" \","""playing"" \","""paused"" \",
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/WaterfallPiano.vue` L2,"`class=""fixed inset-0 flex flex-col bg-black overflow-hidden""`",`bg-black`,根容器背景,颜色硬编码不随主题,使用主题色 token,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/WaterfallPiano.vue` L21,`$router.push('/home')`,"`""/home""`",返回路由,字符串硬编码,抽 `ROUTE_HOME`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,"`src/views/WaterfallPiano/WaterfallPiano.vue` L23, L36, L44","`:size=""18""` (3 处)",`18`,工具栏图标尺寸,魔法数字重复,抽 `ICON_SIZE_TOOLBAR`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/WaterfallPiano.vue` L86,"`class=""absolute inset-0 ... bg-black/60 z-50""`",`bg-black/60`、`z-50`,错误遮罩,颜色与 z-index 硬编码,抽 token,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/WaterfallPiano.vue` L90,"`:size=""48""`",`48`,错误图标尺寸,魔法数字,抽 `ICON_SIZE_ERROR`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,"`src/views/WaterfallPiano/WaterfallPiano.vue` L93, L99",`t(...) \,\,"""播放失败""` / `""重试""`",中文兜底文案,i18n 缺失 fallback,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,"`src/views/WaterfallPiano/WaterfallPiano.vue` L135, L136","`ref<NoteBlockMode>(""realtime"")` / `ref<""none"" \","...>(""none"")`","`""realtime""`、`""none""`",默认模式,字符串硬编码,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/WaterfallPiano.vue` L146,`const showFPS = ref(true)`,`true`,FPS 显示默认值,硬编码布尔,抽常量或来自设置,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/components/WaterfallCanvas.vue` L79-80,"`engine?.triggerNoteOn(midi, 90)`",`90`,键盘默认 velocity,魔法数字,抽 `KEYBOARD_DEFAULT_VELOCITY`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/components/WaterfallCanvas.vue` L143,"`Math.max(1, rect.width)`",`1`,最小 canvas 尺寸,魔法数字,抽 `MIN_CANVAS_SIZE`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/components/PlaybackPanel.vue` L2,"`class=""absolute bottom-0 left-0 right-0 z-40""`",`z-40`,进度条层级,魔法 z-index,抽 z-index 常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/components/PlaybackPanel.vue` L29-30,"`Math.min(100, ... * 100)`",`0`、`100`,进度百分比边界,魔法数字,抽 `PERCENT_MIN/MAX`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/components/WaterfallSettingsContent.vue` L19-22,"`:min=""0"" :max=""5"" :step=""0.1""`",`0`、`5`、`0.1`,particles.speed 范围,魔法数字,抽 `SPEED_MIN/MAX/STEP`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/components/WaterfallSettingsContent.vue` L385,`?? '#6366f1'`,"`""#6366f1""`",aura 主色默认值,颜色硬编码,抽 `AURA_DEFAULT_PRIMARY_COLOR`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/components/WaterfallSettingsContent.vue` L392,`?? '#000000'`,"`""#000000""`",aura 背景色默认值,同上,抽 `AURA_DEFAULT_BG_COLOR`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/components/WaterfallSettingsContent.vue` L423,`?? 128`,`128`,simResolution 默认值,魔法数字,抽 `DEFAULT_SIM_RESOLUTION`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/components/WaterfallSettingsContent.vue` L459,`?? 0.0001`,`0.0001`,splatRadius 默认值,与 store 重复,共享常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,"`src/views/WaterfallPiano/components/WaterfallSettingsContent.vue` L485, L498",`?? 0.2` (2 处),`0.2`,trailLength/flowPersistence 默认值,魔法数字,抽常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/components/WaterfallSettingsContent.vue` L560-632,`?? 0.5` (12 处),`0.5`,各 perturbation jitter 默认值,大量重复,抽 `DEFAULT_JITTER`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/components/WaterfallSettingsContent.vue` L560-631,"`:min=""0"" :max=""1"" :step=""0.05""` (12 处)",`0`、`1`、`0.05`,jitter 范围重复 12 次,重复定义,抽 `JITTER_MIN/MAX/STEP`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/components/WaterfallSettingsContent.vue` L726-728,"`:min=""0"" :max=""3"" :step=""0.25""`",`0`、`3`、`0.25`,playbackSpeed 范围,与 MidiDrawer `0.25~2 step 0.05` 不一致,统一 `PLAYBACK_SPEED_MIN/MAX/STEP`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/components/WaterfallSettingsContent.vue` L779-795,"`""gentle""`/`""Gentle""`/`""Standard""`/`""Turbulent""`/`""88""`/`""61""`/`""49""`/`""custom""`/`""Custom""` 等",选项 value 和 label,fluidStyle/键盘范围/keyLabel 选项,标签未 i18n,接入 i18n,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,"`src/views/WaterfallPiano/components/MidiDrawer.vue` L23, L88, L97, L105, L113","`data-tip=""关闭""`/`""播放""`/`""暂停""`/`""停止""`/`""录制""`",5 个中文 tooltip,按钮提示,中文硬编码未 i18n,使用 `t()`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,"`src/views/WaterfallPiano/components/MidiDrawer.vue` L125, L149, L162",`<span ...>速度</span>`/`循环`/`音轨`,3 个中文标签,滑块/选项标签,中文硬编码,使用 `t()`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/components/MidiDrawer.vue` L127,`playbackSpeed.toFixed(1)`,`1`,速度显示小数位,魔法数字,抽 `SPEED_DISPLAY_DECIMALS`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/components/MidiDrawer.vue` L132-134,"`min=""0.25"" max=""2"" step=""0.05""`",`0.25`、`2`、`0.05`,速度滑块范围,与 SettingsContent 不一致,统一共享常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/components/MidiDrawer.vue` L177,`` `Track ${track.index + 1}` ``,"`""Track ""`",缺省轨道名,与 MidiFilePlayer L69 重复,共享常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/components/MidiDrawer.vue` L179,`({{ track.noteCount }} notes)`,"`""notes""`",音符数单位,未 i18n,使用 `t()`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/components/MidiDrawer.vue` L257,"`if (e.key !== ""Escape"") return`","`""Escape""`",ESC 键判断,字符串硬编码,抽 `KEY_ESCAPE`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/components/MidiDrawer.vue` L288,`transition: transform 0.3s ease`,`0.3s`、`ease`,抽屉过渡,未用系统弹性曲线（违反 Apple HIG）,使用 spring 曲线,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/components/MidiDrawer.vue` L68,"`accept="".mid,.midi""`","`"".mid,.midi""`",MIDI 文件类型过滤,字符串硬编码,抽 `MIDI_FILE_ACCEPT`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/composables/useVisibilityRefresh.ts` L40,"`""__TAURI_INTERNALS__"" in window`","`""__TAURI_INTERNALS__""`",Tauri 环境检测,全局对象键名硬编码,抽 `TAURI_INTERNALS_KEY`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.3 WaterfallPiano store/state/midi/components,`src/views/WaterfallPiano/composables/useVisibilityRefresh.ts` L60,"`document.addEventListener(""visibilitychange"", ...)`","`""visibilitychange""`",DOM 事件名,字符串硬编码,抽 `VISIBILITY_CHANGE_EVENT`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/views/ChordDictionary/ChordDictionary.vue` L25,"`class=""fixed inset-0 bg-black/40 z-30 xl:hidden""`",`bg-black/40`、`z-30`,抽屉遮罩,颜色透明度、z-index 魔法值,抽主题变量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/views/ChordDictionary/ChordDictionary.vue` L34,"`class=""fixed top-0 left-0 bottom-0 z-40 w-72 ...""`",`z-40`、`w-72`,抽屉宽度与层级,尺寸硬编码,抽抽屉配置常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/views/ChordDictionary/ChordDictionary.vue` L63-66,"`:initial=""{ width: 0, opacity: 0 }"" :animate=""{ width: 240, opacity: 1 }""` / `:transition=""{ duration: 0.3, ease: [0.2, 0.8, 0.2, 1] }""`","`0`、`240`、`1`、`0.3`、`[0.2, 0.8, 0.2, 1]`",侧边栏动画,数值与曲线硬编码,抽为动画配置常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/views/ChordDictionary/ChordDictionary.vue` L81,"`style=""grid-template-columns: minmax(180px, 240px) 3fr""`",`180px`、`240px`、`3fr`,网格布局尺寸,魔法像素值,抽布局常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/views/ChordDictionary/ChordDictionary.vue` L144-148,"`midiChannel: 0, useSustain: true, detectOnRelease: false, namespace: ""chord-dictionary""`","`0`、`true`、`false`、`""chord-dictionary""`",useNotes 配置,MIDI 通道、命名空间硬编码,抽为常量或用户可配置,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,"`src/views/ChordDictionary/ChordDictionary.vue` L194, L199","`router.push({ path: ""/chord-dictionary"" })` / `` `/chord-dictionary/${name}` ``","`""/chord-dictionary""`",路由路径,字符串硬编码,使用命名路由,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/views/ChordDictionary/ChordDictionary.vue` L247,"`window.matchMedia(""(min-width: 640px) and (max-width: 1279px)"")`",`640px`、`1279px`,平板端媒体查询,与 Tailwind 断点可能不同步,从共享常量导入,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,"`src/views/ChordDictionary/ChordDictionary.vue` L260, L269",`transition: opacity 0.25s ease` / `transform 0.25s ease`,`0.25s`,抽屉过渡时长,魔法时长,与设计 token 统一,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,"`src/views/ChordDictionary/ChordDictionaryToolbar.vue` L14, L30, L129, L142","`:size=""18""` / `size=""14""` / `:size=""16""` (多处)",`18`、`14`、`16`,图标尺寸,多处魔法数字,抽 `ICON_SIZE_*` 常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,"`src/views/ChordDictionary/ChordDictionaryToolbar.vue` L27, L35",`max-w-[80px]` / `min-w-[180px]`,`80px`、`180px`,元素宽度,任意像素值,抽常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/views/ChordDictionary/ChordDictionaryToolbar.vue` L162,"`style=""grid-template-columns: repeat(auto-fit, minmax(2.5rem, 1fr))""`",`2.5rem`、`1fr`,Chroma 网格列宽,硬编码 rem,抽常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/views/ChordDictionary/ChordDictionaryToolbar.vue` L286,`` `/chord-dictionary/${encodeURIComponent(chord)}` ``,`/chord-dictionary/`,路由路径,5 处重复,使用命名路由,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/views/ChordDictionary/ChordDictionaryChordMenu.vue` L97-158,"`case ""ArrowDown"":` / `""ArrowUp""` / `""Home""` / `""End""` / `""Enter""` / `"" ""`",8 个键盘事件名,键盘导航,字符串硬编码,抽 `KEY_*` 常量映射,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/views/ChordDictionary/ChordDictionaryModuleProvider.vue` L33,"`keySignature: () => getKeySignature(""C"")`","`""C""`",默认调号根音,硬编码,抽 `DEFAULT_KEY`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,"`src/views/ChordDictionary/ChordDictionaryModuleProvider.vue` L88, `ChordDictionaryModuleProvider.ts` L14","`provide(""chordDictionaryModule"", ...)` / `inject<...>(""chordDictionaryModule"")`","`""chordDictionaryModule""`",provide/inject key,2 处必须一致,抽为 `InjectionKey`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/views/ChordDictionary/ChordMenuGroup.vue` L72-79,"`const colors = [""bg-base-300/90"", ""bg-base-300/70"", ""bg-base-300/50"", ""bg-base-300/30"", ""bg-base-300/10"", ""bg-base-300""]`",6 个颜色类及透明度 `90/70/50/30/10`,嵌套层级背景色,数组硬编码，超出 6 层无 fallback,抽为模块常量并提供循环 fallback,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/views/ChordDictionary/utils.ts` L23-27,"`none: ""No Group"", quality: ""By Quality"", intervals: ""By Intervals""`",3 个分组标签,分组标签,未 i18n,使用 i18n key,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/views/ChordDictionary/utils.ts` L29-47,"`SORT_GROUP_NAMES = [""Major"", ""Minor"", ""Dominant"", ""Minor/Major"", ""Suspended / No 3rd"", ...]`",17 个分组名字符串,排序分组名顺序,与函数返回值必须一致,抽为常量并加类型约束,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/views/ChordDictionary/utils.ts` L110-188,"`containsInterval(chordType, ""3m"")` / `""3M""` / `""5P""` / `""5d""` / `""5A""` / `""7m""` / `""7M""`",7 个音程字符串,音程判断,音程字符串硬编码,抽为 `INTERVAL.*` 常量集,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/views/ChordDictionary/utils.ts` L165-188,"`intervals.push(""Minor 3rd"")` / `""Major 3rd""` / `""Perfect 5th""` 等 10 个",10 个音程分组名,分组标签,与 `SORT_GROUP_NAMES` 重复,抽为共享常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/views/ChordDictionary/ChordSearch/ChordSearch.vue` L37,"`class=""fixed z-[9999] card ... w-72""`",`9999`、`w-72`,下拉菜单层级与宽度,z-index 过大,使用统一 z-index 体系,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/views/ChordDictionary/ChordSearch/ChordSearch.vue` L275-277,"`if (previousChords.value.length > 10) { ... slice(0, 10) }`",`10`,历史记录上限,魔法数字,抽 `MAX_HISTORY`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/views/ChordDictionary/ChordSearch/ChordSearchOption.vue` L10,"`v-if=""score && score > 0.2""`",`0.2`,模糊匹配阈值,魔法数字,抽 `FUZZY_THRESHOLD`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/views/ChordDictionary/ChordSearch/utils.ts` L18-29,"`.replace(/ /g, """").replace(/♭/gi, ""b"").replace(/♯/gi, ""#"")...`",多个替换映射,和弦文本清理,替换映射硬编码,抽为 `REPLACEMENT_MAP`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,"`src/views/ChordDictionary/ChordSearch/utils.ts` L40, L44",`return 0.1 + (...) * 0.05` / `0.5 + (...) * 0.05`,`0.1`、`0.5`、`0.05`,匹配分数权重,魔法数字,抽为权重常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,"`src/views/ChordDictionary/ChordSearch/utils.ts` L100, L108","`Chord.getChord(c.aliases[0], ""C"", ""C"")` / `""C"" + bestAlias...`","`""C""`",默认根音,硬编码,抽 `DEFAULT_TONIC`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,"`src/views/ChordDictionary/ChordSearch/utils.ts` L118, L213","`return results.slice(0, 12)`",`12`,搜索结果上限,魔法数字,抽 `MAX_SEARCH_RESULTS`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,"`src/views/ChordDictionary/ChordSearch/utils.ts` L134, L136","`Chord.getChord(""maj"", tonic, root)` / `parts: [tonic, ""maj""]` / `score: 0`","`""maj""`、`0`",默认和弦类型与分数,硬编码,抽 `DEFAULT_CHORD_TYPE`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/views/ChordDictionary/ChordSearch/utils.ts` L171,`if (type.length >= 2)`,`2`,启用模糊匹配最小长度,魔法数字,抽 `MIN_TYPE_LENGTH_FOR_FUZZY`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,"`src/views/ChordDictionary/Detail/ChordDetail.vue` L16, L35","`class=""text-[min(64px,6vw)] ...""` / `text-[min(24px,4vw)]`",`64px`、`6vw`、`24px`、`4vw`,字体尺寸,魔法值,抽字体尺寸常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/views/ChordDictionary/Detail/ChordDetail.vue` L325-349,"`KEYBOARD_SETTINGS = { skin: ""classic"", from: ""C3"", to: ""B5"", label: ""chordNote"", ... }`","`""classic""`、`""C3""`、`""B5""`、`""chordNote""`、`1`、`true`、`0`、`0.4`、`4`、`0.6` 等",钢琴键盘默认配置,大量配置硬编码,抽为独立配置文件,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/views/ChordDictionary/Detail/ChordOverview.vue` L98-171,`COMMON_CHORDS` 数组（6 分类 + 多和弦名 + 音程字符串）,大量和弦数据,常用和弦展示,完全硬编码未 i18n,抽为数据文件 + i18n,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,"`src/views/ChordDictionary/Detail/ChordOverview.vue` L178, L201, L207","`sessionStorage.getItem(""chord-dictionary-recent"")` (3 处)","`""chord-dictionary-recent""`",sessionStorage 键名,3 处重复,抽 `STORAGE_KEY`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,"`src/views/ChordDictionary/Detail/ChordOverview.vue` L190, L209","`.slice(0, 10)` / `JSON.stringify(recent.slice(0, 20))`",`10`、`20`,最近和弦上限,魔法数字,抽 `MAX_RECENT_DISPLAY/STORAGE`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/views/ChordDictionary/Detail/utils.ts` L13,"`getChordInversion(chord?, inversion = 0, octave = 3)`",`0`、`3`,默认转位与八度,魔法数字,抽默认参数常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/views/ChordDictionary/Detail/utils.ts` L27,`newMidi += 12`,`12`,八度半音数,魔法数字,抽 `OCTAVE_SEMITONES`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,"`src/stores/chordDictionary.ts` L78, L82, L94, L140","`""long""`/`""short""`/`""symbol""`、`""detect""`/`""play""`、`""none""`/`""quality""`/`""intervals""`",多个字面量,设置类型字面量,多处重复,抽为类型 + 常量,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/helpers/chords.ts` L9-23,`CHORD_NAME_REGEX`、`CHORD_TYPE_SPECIALCASE_TOKEN` 等 4 个正则,复杂正则字符串,和弦解析,硬编码正则,已为常量，可接受,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/helpers/chords.ts` L25,"`const IN_KEY_SCALE_CHROMA = ""101011010101""`","`""101011010101""`",大调音阶 chroma,硬编码二进制串,加注释说明,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/helpers/chords.ts` L137,`Note.chroma(keySignature.tonic) ?? 0`,`0`,默认 chroma,魔法数字,抽 `DEFAULT_CHROMA`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.4 ChordDictionary 全模块,`src/composables/useChordDetection.ts` L31,`c.intervals.indexOf(rootInterval) + 1`,`1`,音程索引转度数偏移,魔法数字,可接受（音乐理论常量）,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Layout/SettingsLayout.vue` L48,`is-drawer-close:w-14 is-drawer-open:w-64`,`w-14`、`w-64`,抽屉折叠/展开宽度,宽度硬编码,抽 `DRAWER_WIDTH_*`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Layout/SettingsLayout.vue` L105,`<button>close</button>`,"`""close""`",关闭按钮文本,未 i18n,使用 `t('common.close')`,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Layout/SettingsLayout.vue` L134-141,`routeToSettingKey` 中 `/settings/general`、`/settings/cursor` 等,多个路由路径与 setting key,路由→设置项映射,与路由配置重复,从路由 meta 派生,
十二、第三轮补充扫描发现（全项目逐文件扫描）,12.5 Settings 全部 .vue 组件与工具,`src/views/Settings/Layout/SettingsLayout.vue` L200,"`themeStore.setTheme(""light"")`","`""light""`",重置时默认主题,硬编码,使用 `themeStore.defaultTheme`,
